,movie_id,title,genres,user_id,rating,timestamp
50489,2434,Down in the Delta (1998),Drama,467,5.0,939063365
50487,2434,Down in the Delta (1998),Drama,190,5.0,975694030
50478,2433,"Civil Action, A (1998)",Drama,467,5.0,939063588
50469,2433,"Civil Action, A (1998)",Drama,53,5.0,955192345
50467,2432,Stepmom (1998),Drama,518,5.0,945445932
51737,2563,Dangerous Beauty (1998),Drama,609,5.0,1029870040
51734,2562,Bandits (1997),Drama,153,5.0,1046739545
51531,2541,Cruel Intentions (1999),Drama,78,5.0,1327288596
51285,2520,Airport (1970),Drama,656,5.0,986241026
51283,2520,Airport (1970),Drama,605,5.0,980174606
51527,2541,Cruel Intentions (1999),Drama,46,5.0,1366389694
51538,2541,Cruel Intentions (1999),Drama,165,5.0,1111982121
51555,2541,Cruel Intentions (1999),Drama,412,5.0,993089178
51574,2541,Cruel Intentions (1999),Drama,617,5.0,944894340
49126,2357,Central Station (Central do Brasil) (1998),Drama,558,5.0,965485358
49125,2357,Central Station (Central do Brasil) (1998),Drama,547,5.0,974778610
49123,2357,Central Station (Central do Brasil) (1998),Drama,427,5.0,939334343
49121,2357,Central Station (Central do Brasil) (1998),Drama,283,5.0,1115175301
49167,2360,"Celebration, The (Festen) (1998)",Drama,608,5.0,939361373
49165,2360,"Celebration, The (Festen) (1998)",Drama,481,5.0,1437001370
49162,2360,"Celebration, The (Festen) (1998)",Drama,183,5.0,983097228
48773,2336,Elizabeth (1998),Drama,330,5.0,948577275
48760,2336,Elizabeth (1998),Drama,171,5.0,950556723
48759,2336,Elizabeth (1998),Drama,153,5.0,1046740238
48758,2336,Elizabeth (1998),Drama,119,5.0,952121490
48754,2336,Elizabeth (1998),Drama,78,5.0,1274046041
48750,2336,Elizabeth (1998),Drama,30,5.0,945115270
48694,2333,Gods and Monsters (1998),Drama,407,5.0,962647202
48688,2333,Gods and Monsters (1998),Drama,143,5.0,1149650313
48768,2336,Elizabeth (1998),Drama,232,5.0,955092697
48778,2336,Elizabeth (1998),Drama,407,5.0,962646429
48783,2336,Elizabeth (1998),Drama,465,5.0,1170653408
48894,2351,"Nights of Cabiria (Notti di Cabiria, Le) (1957)",Drama,436,5.0,941455530
48892,2351,"Nights of Cabiria (Notti di Cabiria, Le) (1957)",Drama,102,5.0,957893656
48891,2351,"Nights of Cabiria (Notti di Cabiria, Le) (1957)",Drama,23,5.0,1148671652
48876,2348,Sid and Nancy (1986),Drama,564,5.0,974712609
48872,2348,Sid and Nancy (1986),Drama,408,5.0,933033987
48870,2348,Sid and Nancy (1986),Drama,299,5.0,1344181361
48800,2337,Velvet Goldmine (1998),Drama,564,5.0,974715952
48795,2336,Elizabeth (1998),Drama,647,5.0,947292957
50203,2420,"Karate Kid, The (1984)",Drama,242,5.0,956687665
64066,3580,Up at the Villa (2000),Drama,222,5.0,960919546
63895,3575,Defying Gravity (1997),Drama,652,5.0,1449535091
65052,3713,"Long Walk Home, The (1990)",Drama,30,5.0,960818373
64556,3657,Pandora and the Flying Dutchman (1951),Drama,222,5.0,960920477
64553,3655,Blow-Out (La grande bouffe) (1973),Drama,102,5.0,959975764
62643,3456,"Color of Paradise, The (Rang-e khoda) (1999)",Drama,222,5.0,960919493
62642,3456,"Color of Paradise, The (Rang-e khoda) (1999)",Drama,132,5.0,1283416290
62619,3451,Guess Who's Coming to Dinner (1967),Drama,626,5.0,974778341
62617,3451,Guess Who's Coming to Dinner (1967),Drama,585,5.0,975363578
62603,3451,Guess Who's Coming to Dinner (1967),Drama,102,5.0,957894482
62758,3469,Inherit the Wind (1960),Drama,585,5.0,975365500
62752,3469,Inherit the Wind (1960),Drama,358,5.0,957535334
62751,3469,Inherit the Wind (1960),Drama,278,5.0,984561062
62750,3469,Inherit the Wind (1960),Drama,258,5.0,955313329
62749,3469,Inherit the Wind (1960),Drama,242,5.0,956686633
62748,3469,Inherit the Wind (1960),Drama,232,5.0,955092436
62746,3468,"Hustler, The (1961)",Drama,587,5.0,1284472441
62745,3468,"Hustler, The (1961)",Drama,558,5.0,965485672
62744,3468,"Hustler, The (1961)",Drama,547,5.0,974810010
62743,3468,"Hustler, The (1961)",Drama,509,5.0,978936814
62739,3468,"Hustler, The (1961)",Drama,387,5.0,974681905
62737,3468,"Hustler, The (1961)",Drama,358,5.0,957535155
62732,3468,"Hustler, The (1961)",Drama,258,5.0,955313329
62731,3468,"Hustler, The (1961)",Drama,232,5.0,955092512
62725,3468,"Hustler, The (1961)",Drama,30,5.0,960918333
62515,3447,"Good Earth, The (1937)",Drama,232,5.0,955093684
62451,3437,Cool as Ice (1991),Drama,165,5.0,1111611824
62374,3424,Do the Right Thing (1989),Drama,547,5.0,974780642
62362,3424,Do the Right Thing (1989),Drama,428,5.0,1304131496
62359,3424,Do the Right Thing (1989),Drama,358,5.0,957535632
62355,3424,Do the Right Thing (1989),Drama,242,5.0,956687360
62353,3424,Do the Right Thing (1989),Drama,214,5.0,978382391
62350,3424,Do the Right Thing (1989),Drama,102,5.0,956591391
63478,3534,28 Days (2000),Drama,134,5.0,1361244428
63081,3498,Midnight Express (1978),Drama,258,5.0,955313373
67282,3980,Men of Honor (2000),Drama,245,5.0,1011317903
66687,3915,Girlfight (2000),Drama,15,5.0,997937700
67144,3969,Pay It Forward (2000),Drama,626,5.0,974777499
67132,3969,Pay It Forward (2000),Drama,412,5.0,993086515
67102,3967,Billy Elliot (2000),Drama,558,5.0,992358425
67093,3967,Billy Elliot (2000),Drama,452,5.0,976419064
67090,3967,Billy Elliot (2000),Drama,431,5.0,1165548172
67079,3967,Billy Elliot (2000),Drama,240,5.0,1098941840
66728,3916,Remember the Titans (2000),Drama,665,5.0,992837175
66718,3916,Remember the Titans (2000),Drama,534,5.0,973373845
66702,3916,Remember the Titans (2000),Drama,289,5.0,1328935426
66701,3916,Remember the Titans (2000),Drama,282,5.0,1111494397
66913,3949,Requiem for a Dream (2000),Drama,3,5.0,1298863174
67074,3967,Billy Elliot (2000),Drama,131,5.0,992232012
66914,3949,Requiem for a Dream (2000),Drama,15,5.0,997937413
67072,3967,Billy Elliot (2000),Drama,119,5.0,989622717
67064,3967,Billy Elliot (2000),Drama,52,5.0,1231767802
66974,3949,Requiem for a Dream (2000),Drama,584,5.0,1271762274
66970,3949,Requiem for a Dream (2000),Drama,558,5.0,992358425
66965,3949,Requiem for a Dream (2000),Drama,501,5.0,1283138547
66954,3949,Requiem for a Dream (2000),Drama,432,5.0,1138382507
66951,3949,Requiem for a Dream (2000),Drama,427,5.0,975781813
66937,3949,Requiem for a Dream (2000),Drama,298,5.0,1463600037
66935,3949,Requiem for a Dream (2000),Drama,270,5.0,1469278342
66931,3949,Requiem for a Dream (2000),Drama,230,5.0,1424847122
66921,3949,Requiem for a Dream (2000),Drama,78,5.0,1327063029
66918,3949,Requiem for a Dream (2000),Drama,60,5.0,1125829144
66916,3949,Requiem for a Dream (2000),Drama,23,5.0,1148673043
67719,4007,Wall Street (1987),Drama,30,5.0,986738498
67721,4007,Wall Street (1987),Drama,78,5.0,1344470392
67724,4007,Wall Street (1987),Drama,214,5.0,978128348
68520,4046,Friendly Persuasion (1956),Drama,575,5.0,1012604449
67730,4007,Wall Street (1987),Drama,444,5.0,975088392
67764,4009,Talk Radio (1988),Drama,564,5.0,976224647
67736,4007,Wall Street (1987),Drama,654,5.0,1145394100
68167,4022,Cast Away (2000),Drama,656,5.0,986241107
68155,4022,Cast Away (2000),Drama,560,5.0,1452849066
68143,4022,Cast Away (2000),Drama,471,5.0,1239659224
68105,4022,Cast Away (2000),Drama,219,5.0,997928187
68073,4021,Before Night Falls (2000),Drama,558,5.0,992358425
68067,4021,Before Night Falls (2000),Drama,407,5.0,978801610
68048,4019,Finding Forrester (2000),Drama,515,5.0,1285890749
68035,4019,Finding Forrester (2000),Drama,186,5.0,1276206397
67984,4017,Pollock (2000),Drama,558,5.0,1002808994
67980,4017,Pollock (2000),Drama,407,5.0,983810938
66693,3916,Remember the Titans (2000),Drama,141,5.0,979428077
66686,3914,"Broken Hearts Club, The (2000)",Drama,652,5.0,1439586299
65767,3789,"Pawnbroker, The (1964)",Drama,558,5.0,965572848
65764,3789,"Pawnbroker, The (1964)",Drama,405,5.0,1097696299
65209,3734,Prince of the City (1981),Drama,564,5.0,974714208
65349,3747,Jesus' Son (1999),Drama,558,5.0,976042500
65345,3747,Jesus' Son (1999),Drama,388,5.0,1005420389
65342,3746,Butterfly (La lengua de las mariposas) (1999),Drama,283,5.0,1115175139
65249,3738,"Sugarland Express, The (1974)",Drama,564,5.0,974716156
65240,3736,"Ace in the Hole (Big Carnival, The) (1951)",Drama,387,5.0,974670360
65929,3795,"Five Senses, The (1999)",Drama,407,5.0,987445622
66535,3897,Almost Famous (2000),Drama,322,5.0,974698401
66530,3897,Almost Famous (2000),Drama,275,5.0,1386885542
66527,3897,Almost Famous (2000),Drama,268,5.0,1314895007
66525,3897,Almost Famous (2000),Drama,245,5.0,1011319135
66522,3897,Almost Famous (2000),Drama,231,5.0,977005012
66518,3897,Almost Famous (2000),Drama,195,5.0,975415619
66517,3897,Almost Famous (2000),Drama,187,5.0,1230361495
66513,3897,Almost Famous (2000),Drama,153,5.0,1046740060
66511,3897,Almost Famous (2000),Drama,150,5.0,1147599034
66505,3897,Almost Famous (2000),Drama,125,5.0,1244537685
66504,3897,Almost Famous (2000),Drama,119,5.0,989622057
66500,3897,Almost Famous (2000),Drama,93,5.0,1304992126
66400,3872,"Suddenly, Last Summer (1959)",Drama,547,5.0,974777566
66532,3897,Almost Famous (2000),Drama,292,5.0,1140049437
66537,3897,Almost Famous (2000),Drama,345,5.0,1109289731
66543,3897,Almost Famous (2000),Drama,388,5.0,973838986
66582,3897,Almost Famous (2000),Drama,656,5.0,986242569
66579,3897,Almost Famous (2000),Drama,645,5.0,1053420007
66572,3897,Almost Famous (2000),Drama,558,5.0,987266889
66567,3897,Almost Famous (2000),Drama,510,5.0,1022623308
66555,3897,Almost Famous (2000),Drama,452,5.0,989110975
66551,3897,Almost Famous (2000),Drama,433,5.0,1417929842
66091,3823,Wonderland (1999),Drama,220,5.0,970497481
66048,3813,Interiors (1978),Drama,564,5.0,974715038
66047,3813,Interiors (1978),Drama,558,5.0,967385373
66236,3845,And God Created Woman (Et Dieu... créa la femme) (1956),Drama,656,5.0,986242691
66229,3844,Steel Magnolias (1989),Drama,465,5.0,1170652953
66220,3844,Steel Magnolias (1989),Drama,160,5.0,974257950
58535,3038,"Face in the Crowd, A (1957)",Drama,547,5.0,974777753
58534,3038,"Face in the Crowd, A (1957)",Drama,387,5.0,974670360
58533,3038,"Face in the Crowd, A (1957)",Drama,232,5.0,955092600
58532,3038,"Face in the Crowd, A (1957)",Drama,30,5.0,1014613565
58262,3011,"They Shoot Horses, Don't They? (1969)",Drama,647,5.0,947292451
58257,3011,"They Shoot Horses, Don't They? (1969)",Drama,387,5.0,974681905
58252,3010,Rosetta (1999),Drama,481,5.0,1437005142
59037,3083,All About My Mother (Todo sobre mi madre) (1999),Drama,608,5.0,958825542
59035,3083,All About My Mother (Todo sobre mi madre) (1999),Drama,564,5.0,974710590
59034,3083,All About My Mother (Todo sobre mi madre) (1999),Drama,558,5.0,965485415
59031,3083,All About My Mother (Todo sobre mi madre) (1999),Drama,481,5.0,1437001508
59029,3083,All About My Mother (Todo sobre mi madre) (1999),Drama,427,5.0,968563574
59026,3083,All About My Mother (Todo sobre mi madre) (1999),Drama,299,5.0,1344184571
59022,3083,All About My Mother (Todo sobre mi madre) (1999),Drama,132,5.0,1284658827
59020,3083,All About My Mother (Todo sobre mi madre) (1999),Drama,23,5.0,1148670143
59019,3083,All About My Mother (Todo sobre mi madre) (1999),Drama,15,5.0,997938310
59157,3095,"Grapes of Wrath, The (1940)",Drama,489,5.0,944960353
59152,3095,"Grapes of Wrath, The (1940)",Drama,388,5.0,946526437
59151,3095,"Grapes of Wrath, The (1940)",Drama,387,5.0,974682847
59147,3095,"Grapes of Wrath, The (1940)",Drama,242,5.0,956689028
59146,3095,"Grapes of Wrath, The (1940)",Drama,236,5.0,1109969421
59144,3095,"Grapes of Wrath, The (1940)",Drama,222,5.0,960920068
59140,3095,"Grapes of Wrath, The (1940)",Drama,119,5.0,952581061
59139,3095,"Grapes of Wrath, The (1940)",Drama,102,5.0,957893696
59117,3090,Matewan (1987),Drama,388,5.0,946527144
59116,3090,Matewan (1987),Drama,232,5.0,955092479
59115,3089,Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette) (1948),Drama,606,5.0,1380350037
59112,3089,Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette) (1948),Drama,558,5.0,965485639
59110,3089,Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette) (1948),Drama,509,5.0,979260937
59108,3089,Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette) (1948),Drama,499,5.0,965247608
59107,3089,Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette) (1948),Drama,481,5.0,1437001890
59106,3089,Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette) (1948),Drama,472,5.0,974244507
59103,3089,Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette) (1948),Drama,348,5.0,960838461
58835,3069,"Effect of Gamma Rays on Man-in-the-Moon Marigolds, The (1972)",Drama,242,5.0,956686681
59164,3095,"Grapes of Wrath, The (1940)",Drama,569,5.0,965070678
57881,2988,Melvin and Howard (1980),Drama,564,5.0,974714208
57668,2976,Bringing Out the Dead (1999),Drama,564,5.0,974709519
57659,2976,Bringing Out the Dead (1999),Drama,299,5.0,1344185954
57657,2976,Bringing Out the Dead (1999),Drama,190,5.0,975693787
57656,2976,Bringing Out the Dead (1999),Drama,189,5.0,968092883
59163,3095,"Grapes of Wrath, The (1940)",Drama,558,5.0,965485703
59166,3095,"Grapes of Wrath, The (1940)",Drama,585,5.0,975364725
62216,3415,"Mirror, The (Zerkalo) (1975)",Drama,81,5.0,1307172071
60475,3201,Five Easy Pieces (1970),Drama,558,5.0,965485990
61228,3271,Of Mice and Men (1992),Drama,232,5.0,955093183
61081,3260,Howards End (1992),Drama,575,5.0,1012604817
61080,3260,Howards End (1992),Drama,547,5.0,974778541
61077,3260,Howards End (1992),Drama,510,5.0,948845433
61072,3260,Howards End (1992),Drama,407,5.0,962646314
61066,3260,Howards End (1992),Drama,232,5.0,955093607
60672,3246,Malcolm X (1992),Drama,515,5.0,1286398960
60667,3246,Malcolm X (1992),Drama,452,5.0,976420037
60665,3246,Malcolm X (1992),Drama,431,5.0,1165547923
60659,3246,Malcolm X (1992),Drama,232,5.0,955084924
60652,3246,Malcolm X (1992),Drama,30,5.0,948164324
60601,3223,"Zed & Two Noughts, A (1985)",Drama,348,5.0,960838484
60583,3218,Poison (1991),Drama,608,5.0,958824838
60581,3218,Poison (1991),Drama,299,5.0,1344181090
60676,3246,Malcolm X (1992),Drama,595,5.0,965078059
60798,3252,Scent of a Woman (1992),Drama,652,5.0,1439490330
60781,3252,Scent of a Woman (1992),Drama,220,5.0,982598448
60778,3252,Scent of a Woman (1992),Drama,160,5.0,974256394
62167,3408,Erin Brockovich (2000),Drama,626,5.0,974769159
62159,3408,Erin Brockovich (2000),Drama,558,5.0,970409446
62144,3408,Erin Brockovich (2000),Drama,412,5.0,993087309
62137,3408,Erin Brockovich (2000),Drama,350,5.0,1011714784
62116,3408,Erin Brockovich (2000),Drama,196,5.0,958511738
62108,3408,Erin Brockovich (2000),Drama,131,5.0,992139237
62107,3408,Erin Brockovich (2000),Drama,128,5.0,1049690505
62103,3408,Erin Brockovich (2000),Drama,95,5.0,1018815770
61651,3350,"Raisin in the Sun, A (1961)",Drama,118,5.0,958531355
60473,3201,Five Easy Pieces (1970),Drama,529,5.0,959964582
59622,3125,"End of the Affair, The (1999)",Drama,564,5.0,974842443
59618,3125,"End of the Affair, The (1999)",Drama,467,5.0,945642255
59601,3115,Flawless (1999),Drama,564,5.0,974711845
60470,3201,Five Easy Pieces (1970),Drama,472,5.0,953094943
59680,3135,"Great Santini, The (1979)",Drama,564,5.0,974713310
59678,3135,"Great Santini, The (1979)",Drama,472,5.0,1017534915
59255,3100,"River Runs Through It, A (1992)",Drama,606,5.0,1380349785
59244,3100,"River Runs Through It, A (1992)",Drama,422,5.0,980859978
59235,3100,"River Runs Through It, A (1992)",Drama,242,5.0,956689521
59217,3098,"Natural, The (1984)",Drama,575,5.0,1012604479
59198,3098,"Natural, The (1984)",Drama,242,5.0,956687597
59454,3112,'night Mother (1986),Drama,564,5.0,974710675
59453,3112,'night Mother (1986),Drama,558,5.0,965433965
59452,3112,'night Mother (1986),Drama,518,5.0,945445429
59451,3111,Places in the Heart (1984),Drama,575,5.0,1018057605
59446,3111,Places in the Heart (1984),Drama,242,5.0,956687388
59444,3111,Places in the Heart (1984),Drama,160,5.0,974257888
59443,3111,Places in the Heart (1984),Drama,30,5.0,945113057
60363,3186,"Girl, Interrupted (1999)",Drama,412,5.0,993088492
60352,3185,Snow Falling on Cedars (1999),Drama,653,5.0,948159624
60326,3181,Titus (1999),Drama,407,5.0,966182239
60325,3181,Titus (1999),Drama,341,5.0,1240833141
60324,3181,Titus (1999),Drama,189,5.0,968094603
60320,3179,Angela's Ashes (1999),Drama,656,5.0,986242752
60295,3178,"Hurricane, The (1999)",Drama,214,5.0,978131583
60359,3186,"Girl, Interrupted (1999)",Drama,245,5.0,1011317828
60370,3186,"Girl, Interrupted (1999)",Drama,565,5.0,954602398
60467,3201,Five Easy Pieces (1970),Drama,387,5.0,974791588
60465,3201,Five Easy Pieces (1970),Drama,265,5.0,960059964
60464,3201,Five Easy Pieces (1970),Drama,242,5.0,956688735
60460,3201,Five Easy Pieces (1970),Drama,119,5.0,952580802
59892,3152,"Last Picture Show, The (1971)",Drama,564,5.0,974713310
59891,3152,"Last Picture Show, The (1971)",Drama,547,5.0,974809988
59890,3152,"Last Picture Show, The (1971)",Drama,529,5.0,959964509
59883,3152,"Last Picture Show, The (1971)",Drama,342,5.0,945124900
59882,3152,"Last Picture Show, The (1971)",Drama,242,5.0,956688870
59878,3152,"Last Picture Show, The (1971)",Drama,118,5.0,950154314
59877,3152,"Last Picture Show, The (1971)",Drama,102,5.0,956598869
59869,3148,"Cider House Rules, The (1999)",Drama,654,5.0,1145393121
59845,3148,"Cider House Rules, The (1999)",Drama,245,5.0,1011848362
59836,3148,"Cider House Rules, The (1999)",Drama,118,5.0,964408725
60024,3160,Magnolia (1999),Drama,564,5.0,974712478
60017,3160,Magnolia (1999),Drama,476,5.0,971879362
60001,3160,Magnolia (1999),Drama,242,5.0,956684746
60000,3160,Magnolia (1999),Drama,230,5.0,1424847145
59998,3160,Magnolia (1999),Drama,198,5.0,1068823138
59997,3160,Magnolia (1999),Drama,190,5.0,975694648
59994,3160,Magnolia (1999),Drama,125,5.0,1269823824
59990,3160,Magnolia (1999),Drama,99,5.0,947519369
59985,3160,Magnolia (1999),Drama,71,5.0,974659408
59979,3160,Magnolia (1999),Drama,30,5.0,949713340
7819,261,Little Women (1994),Drama,95,5.0,1016317793
6349,213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,409,5.0,831090605
6351,213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,441,5.0,1048091840
6348,213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,330,5.0,948577039
6347,213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,224,5.0,828214011
6442,219,"Cure, The (1995)",Drama,662,5.0,839022638
7845,261,Little Women (1994),Drama,487,5.0,832836515
7851,261,Little Women (1994),Drama,536,5.0,829471720
7828,261,Little Women (1994),Drama,232,5.0,955093421
7838,261,Little Women (1994),Drama,382,5.0,1371773230
9193,307,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,153,5.0,1046740081
9192,307,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,131,5.0,992234780
9191,307,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,121,5.0,833058929
9190,307,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,86,5.0,848159845
9189,307,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,36,5.0,847057520
9187,307,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,19,5.0,855191622
9202,307,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,409,5.0,828213115
9215,307,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,667,5.0,847271773
10369,341,Double Happiness (1994),Drama,564,5.0,974712958
2238,40,"Cry, the Beloved Country (1995)",Drama,121,5.0,833059219
9205,307,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,492,5.0,898110739
9204,307,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,481,5.0,1437001570
9203,307,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,452,5.0,976419689
9161,306,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,153,5.0,1046740081
9168,306,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,342,5.0,945124454
9160,306,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,131,5.0,992234269
9159,306,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,86,5.0,848159807
9156,306,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,36,5.0,847057482
9154,306,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,19,5.0,855191584
9153,306,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,15,5.0,997938737
9181,306,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,608,5.0,939461599
3090,62,Mr. Holland's Opus (1995),Drama,658,5.0,941489024
3088,62,Mr. Holland's Opus (1995),Drama,650,5.0,844883683
9178,306,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,555,5.0,842288184
3082,62,Mr. Holland's Opus (1995),Drama,603,5.0,868354978
3086,62,Mr. Holland's Opus (1995),Drama,640,5.0,860950846
9174,306,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,492,5.0,898110674
9173,306,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,452,5.0,976425154
9172,306,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,409,5.0,828213115
5647,175,Kids (1995),Drama,224,5.0,828214012
5662,175,Kids (1995),Drama,606,5.0,1380349824
5649,175,Kids (1995),Drama,262,5.0,1434026421
5659,175,Kids (1995),Drama,514,5.0,853893860
5654,175,Kids (1995),Drama,408,5.0,933036371
5653,175,Kids (1995),Drama,348,5.0,960838545
9240,309,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng) (1994)",Drama,614,5.0,1010620205
9239,309,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng) (1994)",Drama,409,5.0,828213115
9238,309,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng) (1994)",Drama,408,5.0,933032259
3024,62,Mr. Holland's Opus (1995),Drama,162,5.0,852792058
3012,62,Mr. Holland's Opus (1995),Drama,70,5.0,853954235
3010,62,Mr. Holland's Opus (1995),Drama,44,5.0,858707138
9000,299,Priest (1994),Drama,86,5.0,848160039
9103,300,Quiz Show (1994),Drama,659,5.0,834598140
9102,300,Quiz Show (1994),Drama,647,5.0,947292218
9095,300,Quiz Show (1994),Drama,602,5.0,842357604
9085,300,Quiz Show (1994),Drama,545,5.0,938568260
1533,26,Othello (1995),Drama,70,5.0,853954729
9084,300,Quiz Show (1994),Drama,538,5.0,831835696
9078,300,Quiz Show (1994),Drama,511,5.0,829352433
9076,300,Quiz Show (1994),Drama,508,5.0,844376097
1535,26,Othello (1995),Drama,119,5.0,913117867
3057,62,Mr. Holland's Opus (1995),Drama,416,5.0,841446890
9069,300,Quiz Show (1994),Drama,449,5.0,836907544
2277,43,Restoration (1995),Drama,211,5.0,1460811873
3066,62,Mr. Holland's Opus (1995),Drama,496,5.0,837510633
3065,62,Mr. Holland's Opus (1995),Drama,484,5.0,851345205
3063,62,Mr. Holland's Opus (1995),Drama,464,5.0,829911793
3059,62,Mr. Holland's Opus (1995),Drama,447,5.0,832493132
9067,300,Quiz Show (1994),Drama,434,5.0,886374463
9004,299,Priest (1994),Drama,344,5.0,850724751
3030,62,Mr. Holland's Opus (1995),Drama,211,5.0,1460811099
9020,300,Quiz Show (1994),Drama,30,5.0,945122065
3029,62,Mr. Holland's Opus (1995),Drama,192,5.0,843634148
3027,62,Mr. Holland's Opus (1995),Drama,182,5.0,845744284
9013,299,Priest (1994),Drama,564,5.0,974841420
9005,299,Priest (1994),Drama,348,5.0,960837928
3033,62,Mr. Holland's Opus (1995),Drama,232,5.0,955093709
9062,300,Quiz Show (1994),Drama,407,5.0,962647247
9046,300,Quiz Show (1994),Drama,266,5.0,840703263
3035,62,Mr. Holland's Opus (1995),Drama,245,5.0,1011238743
6910,233,Exotica (1994),Drama,564,5.0,974842687
6908,233,Exotica (1994),Drama,536,5.0,829471720
6907,233,Exotica (1994),Drama,514,5.0,853893961
6903,233,Exotica (1994),Drama,224,5.0,828214012
8172,277,Miracle on 34th Street (1994),Drama,536,5.0,829471721
8189,279,My Family (1995),Drama,67,5.0,854714227
8155,277,Miracle on 34th Street (1994),Drama,182,5.0,845744575
8170,277,Miracle on 34th Street (1994),Drama,487,5.0,832836610
8234,282,Nell (1994),Drama,30,5.0,964459362
8052,271,Losing Isaiah (1995),Drama,564,5.0,974843064
8237,282,Nell (1994),Drama,67,5.0,854714367
4509,147,"Basketball Diaries, The (1995)",Drama,86,5.0,848161267
2915,57,Home for the Holidays (1995),Drama,536,5.0,829471720
7883,264,"Enfer, L' (1994)",Drama,409,5.0,828213115
7860,261,Little Women (1994),Drama,649,5.0,834424930
7861,261,Little Women (1994),Drama,653,5.0,948160944
7859,261,Little Women (1994),Drama,641,5.0,836533682
1642,31,Dangerous Minds (1995),Drama,487,5.0,832836558
4924,154,Beauty of the Day (Belle de jour) (1967),Drama,492,5.0,898110821
4920,154,Beauty of the Day (Belle de jour) (1967),Drama,254,5.0,845157988
10196,337,What's Eating Gilbert Grape (1993),Drama,344,5.0,850727506
10194,337,What's Eating Gilbert Grape (1993),Drama,338,5.0,841656624
10197,337,What's Eating Gilbert Grape (1993),Drama,348,5.0,960838418
10200,337,What's Eating Gilbert Grape (1993),Drama,385,5.0,836679319
10159,337,What's Eating Gilbert Grape (1993),Drama,30,5.0,945121922
10161,337,What's Eating Gilbert Grape (1993),Drama,34,5.0,973746864
897,14,Nixon (1995),Drama,19,5.0,855190167
12852,412,"Age of Innocence, The (1993)",Drama,656,5.0,986242405
12833,412,"Age of Innocence, The (1993)",Drama,67,5.0,854714283
10219,337,What's Eating Gilbert Grape (1993),Drama,516,5.0,844687252
10220,337,What's Eating Gilbert Grape (1993),Drama,518,5.0,945445542
9882,321,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,36,5.0,847058110
10206,337,What's Eating Gilbert Grape (1993),Drama,431,5.0,1140455213
9912,326,To Live (Huozhe) (1994),Drama,539,5.0,956159627
12834,412,"Age of Innocence, The (1993)",Drama,232,5.0,955092697
10164,337,What's Eating Gilbert Grape (1993),Drama,57,5.0,907763101
10178,337,What's Eating Gilbert Grape (1993),Drama,187,5.0,1241224512
10179,337,What's Eating Gilbert Grape (1993),Drama,193,5.0,971217205
10183,337,What's Eating Gilbert Grape (1993),Drama,242,5.0,956683697
10185,337,What's Eating Gilbert Grape (1993),Drama,249,5.0,839463730
10170,337,What's Eating Gilbert Grape (1993),Drama,102,5.0,957893949
